Song,Artist,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Yes! No! I Mean Yes! No I Don't!,Leila Bela,0uGg2lKH1pgwYuFkpvX7Iw,0.662,0.0533,11.0,-18.457,0.0,0.0416,0.571,0.483,0.131,0.133,139.886,audio_features,0uGg2lKH1pgwYuFkpvX7Iw,spotify:track:0uGg2lKH1pgwYuFkpvX7Iw,https://api.spotify.com/v1/tracks/0uGg2lKH1pgwYuFkpvX7Iw,https://api.spotify.com/v1/audio-analysis/0uGg2lKH1pgwYuFkpvX7Iw,137156.0,4.0
1x1,Galantis,2kI3lZy3pSzW1sZvGESTki,0.887,0.863,2.0,-4.2,1.0,0.0697,0.0176,0.0594,0.288,0.517,120.028,audio_features,2kI3lZy3pSzW1sZvGESTki,spotify:track:2kI3lZy3pSzW1sZvGESTki,https://api.spotify.com/v1/tracks/2kI3lZy3pSzW1sZvGESTki,https://api.spotify.com/v1/audio-analysis/2kI3lZy3pSzW1sZvGESTki,139436.0,4.0
Wake up Dead (feat. Dave Mustaine),Lamb of God;Megadeth;Dave Mustaine,64rFzne9SQbMWmsVtSll0H,0.222,0.938,9.0,-4.595,0.0,0.123,9.62e-05,0.179,0.119,0.34,162.324,audio_features,64rFzne9SQbMWmsVtSll0H,spotify:track:64rFzne9SQbMWmsVtSll0H,https://api.spotify.com/v1/tracks/64rFzne9SQbMWmsVtSll0H,https://api.spotify.com/v1/audio-analysis/64rFzne9SQbMWmsVtSll0H,223414.0,4.0
Bytes,Aril Brikha,6gTOfIAqzVT38IqWrmAXXb,0.928,0.554,0.0,-12.73,1.0,0.453,0.703,0.0,0.0498,0.711,135.028,audio_features,6gTOfIAqzVT38IqWrmAXXb,spotify:track:6gTOfIAqzVT38IqWrmAXXb,https://api.spotify.com/v1/tracks/6gTOfIAqzVT38IqWrmAXXb,https://api.spotify.com/v1/audio-analysis/6gTOfIAqzVT38IqWrmAXXb,159684.0,4.0
十面埋伏,Eason Chan,1GGYvJLKa2iOzwcknmQg3D,0.542,0.465,0.0,-6.334,1.0,0.0298,0.198,0.0,0.112,0.428,138.017,audio_features,1GGYvJLKa2iOzwcknmQg3D,spotify:track:1GGYvJLKa2iOzwcknmQg3D,https://api.spotify.com/v1/tracks/1GGYvJLKa2iOzwcknmQg3D,https://api.spotify.com/v1/audio-analysis/1GGYvJLKa2iOzwcknmQg3D,232133.0,4.0
Atomic,Blondie,5QIbR39hAEDIOkr4ggh4xc,0.596,0.824,4.0,-4.893,0.0,0.0361,0.0504,0.129,0.0586,0.786,135.171,audio_features,5QIbR39hAEDIOkr4ggh4xc,spotify:track:5QIbR39hAEDIOkr4ggh4xc,https://api.spotify.com/v1/tracks/5QIbR39hAEDIOkr4ggh4xc,https://api.spotify.com/v1/audio-analysis/5QIbR39hAEDIOkr4ggh4xc,280324.0,4.0
Подмосковные вечера,Vladimir Troshin,6qS2nl4bcj927dQGwMHKVh,0.284,0.147,0.0,-17.561,0.0,0.0359,0.92,0.0215,0.105,0.259,121.137,audio_features,6qS2nl4bcj927dQGwMHKVh,spotify:track:6qS2nl4bcj927dQGwMHKVh,https://api.spotify.com/v1/tracks/6qS2nl4bcj927dQGwMHKVh,https://api.spotify.com/v1/audio-analysis/6qS2nl4bcj927dQGwMHKVh,275693.0,4.0
The Remedy,Polaris,63GJDO5mxiFP1ZQEpdUWRd,0.356,0.995,4.0,-3.366,0.0,0.172,3.26e-06,0.000196,0.403,0.167,183.985,audio_features,63GJDO5mxiFP1ZQEpdUWRd,spotify:track:63GJDO5mxiFP1ZQEpdUWRd,https://api.spotify.com/v1/tracks/63GJDO5mxiFP1ZQEpdUWRd,https://api.spotify.com/v1/audio-analysis/63GJDO5mxiFP1ZQEpdUWRd,243913.0,4.0
"Еду я - Из к/ф ""Лушка""",Maya Kristalinskaya,70tpfY2mt3i1aqTzhvljAN,0.522,0.321,5.0,-11.632,0.0,0.138,0.936,0.0,0.0937,0.718,167.36,audio_features,70tpfY2mt3i1aqTzhvljAN,spotify:track:70tpfY2mt3i1aqTzhvljAN,https://api.spotify.com/v1/tracks/70tpfY2mt3i1aqTzhvljAN,https://api.spotify.com/v1/audio-analysis/70tpfY2mt3i1aqTzhvljAN,140774.0,4.0
On My Mind,Disciples,2EGgUT2HeqzVh05Ednbuzr,0.745,0.845,0.0,-4.028,0.0,0.045,0.0826,3.31e-05,0.0577,0.783,122.053,audio_features,2EGgUT2HeqzVh05Ednbuzr,spotify:track:2EGgUT2HeqzVh05Ednbuzr,https://api.spotify.com/v1/tracks/2EGgUT2HeqzVh05Ednbuzr,https://api.spotify.com/v1/audio-analysis/2EGgUT2HeqzVh05Ednbuzr,185493.0,4.0
The Times They Are A-Changin',Flogging Molly,1QxiAWrrZ2uFrjyzsC5jFg,0.47,0.917,7.0,-6.331,1.0,0.0538,0.0355,0.000582,0.0515,0.894,144.777,audio_features,1QxiAWrrZ2uFrjyzsC5jFg,spotify:track:1QxiAWrrZ2uFrjyzsC5jFg,https://api.spotify.com/v1/tracks/1QxiAWrrZ2uFrjyzsC5jFg,https://api.spotify.com/v1/audio-analysis/1QxiAWrrZ2uFrjyzsC5jFg,239653.0,4.0
Party,Bad Bunny;Rauw Alejandro,42qh86p7TLXyumxSHn65kc,0.648,0.593,10.0,-6.267,1.0,0.0509,0.0188,0.0,0.169,0.719,160.984,audio_features,42qh86p7TLXyumxSHn65kc,spotify:track:42qh86p7TLXyumxSHn65kc,https://api.spotify.com/v1/tracks/42qh86p7TLXyumxSHn65kc,https://api.spotify.com/v1/audio-analysis/42qh86p7TLXyumxSHn65kc,245480.0,4.0
Montclair,That Girl Lay Lay;Tha Slay Gang,7nn4MXs89QymmNzRreTywe,0.92,0.759,2.0,-3.349,1.0,0.108,0.274,7.38e-06,0.259,0.598,137.961,audio_features,7nn4MXs89QymmNzRreTywe,spotify:track:7nn4MXs89QymmNzRreTywe,https://api.spotify.com/v1/tracks/7nn4MXs89QymmNzRreTywe,https://api.spotify.com/v1/audio-analysis/7nn4MXs89QymmNzRreTywe,115725.0,4.0
Purple Haze,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2.0,-5.27,1.0,0.0754,0.00876,0.578,0.0698,0.486,108.9,audio_features,0wJoRiX5K5BxlqZTolB2LD,spotify:track:0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/tracks/0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/audio-analysis/0wJoRiX5K5BxlqZTolB2LD,170813.0,4.0
Nuff Respect,Lady G,4m46Upu42N3GlsMLEIBxcr,0.846,0.657,7.0,-7.002,1.0,0.262,0.000244,0.0,0.278,0.695,82.135,audio_features,4m46Upu42N3GlsMLEIBxcr,spotify:track:4m46Upu42N3GlsMLEIBxcr,https://api.spotify.com/v1/tracks/4m46Upu42N3GlsMLEIBxcr,https://api.spotify.com/v1/audio-analysis/4m46Upu42N3GlsMLEIBxcr,222107.0,4.0
KICK BACK,Kenshi Yonezu,3khEEPRyBeOUabbmOPJzAG,0.577,0.941,1.0,-5.17,1.0,0.105,0.00207,3.36e-06,0.0891,0.292,101.921,audio_features,3khEEPRyBeOUabbmOPJzAG,spotify:track:3khEEPRyBeOUabbmOPJzAG,https://api.spotify.com/v1/tracks/3khEEPRyBeOUabbmOPJzAG,https://api.spotify.com/v1/audio-analysis/3khEEPRyBeOUabbmOPJzAG,193495.0,4.0
Waiting to Die,iamjakehill,0xWBhH0LfhRiz6P0LJBpk0,0.577,0.733,1.0,-8.048,1.0,0.0688,0.0879,0.0,0.108,0.585,160.103,audio_features,0xWBhH0LfhRiz6P0LJBpk0,spotify:track:0xWBhH0LfhRiz6P0LJBpk0,https://api.spotify.com/v1/tracks/0xWBhH0LfhRiz6P0LJBpk0,https://api.spotify.com/v1/audio-analysis/0xWBhH0LfhRiz6P0LJBpk0,144758.0,4.0
Animal I Have Become,Three Days Grace,56sk7jBpZV0CD31G9hEU3b,0.553,0.853,8.0,-3.668,1.0,0.0339,0.000684,0.0,0.126,0.506,122.023,audio_features,56sk7jBpZV0CD31G9hEU3b,spotify:track:56sk7jBpZV0CD31G9hEU3b,https://api.spotify.com/v1/tracks/56sk7jBpZV0CD31G9hEU3b,https://api.spotify.com/v1/audio-analysis/56sk7jBpZV0CD31G9hEU3b,231400.0,4.0
Roam / Absent Civilians,Trap Them,5fqcIHU6DhQtFKVO5XSdQs,0.636,0.939,9.0,-5.551,1.0,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,audio_features,5fqcIHU6DhQtFKVO5XSdQs,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/tracks/5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/audio-analysis/5fqcIHU6DhQtFKVO5XSdQs,295133.0,4.0
Glassworks: Opening,Philip Glass;Víkingur Ólafsson,2XYEu7Deyz20WeL6Py3XLc,0.0745,0.00696,3.0,-39.507,1.0,0.0434,0.994,0.915,0.071,0.0846,213.087,audio_features,2XYEu7Deyz20WeL6Py3XLc,spotify:track:2XYEu7Deyz20WeL6Py3XLc,https://api.spotify.com/v1/tracks/2XYEu7Deyz20WeL6Py3XLc,https://api.spotify.com/v1/audio-analysis/2XYEu7Deyz20WeL6Py3XLc,464453.0,3.0
Bagulho No Bumba,Os Virgulóides,7pwevow9OxZGfvoIwnFoFS,0.725,0.766,7.0,-9.51,1.0,0.0908,0.0196,0.0,0.0335,0.931,87.984,audio_features,7pwevow9OxZGfvoIwnFoFS,spotify:track:7pwevow9OxZGfvoIwnFoFS,https://api.spotify.com/v1/tracks/7pwevow9OxZGfvoIwnFoFS,https://api.spotify.com/v1/audio-analysis/7pwevow9OxZGfvoIwnFoFS,199600.0,4.0
Yellow Ledbetter,Pearl Jam,3bE5slaVEfaDreqARl6k4M,0.504,0.354,4.0,-11.3,1.0,0.0339,0.29,4.71e-06,0.157,0.292,140.87,audio_features,3bE5slaVEfaDreqARl6k4M,spotify:track:3bE5slaVEfaDreqARl6k4M,https://api.spotify.com/v1/tracks/3bE5slaVEfaDreqARl6k4M,https://api.spotify.com/v1/audio-analysis/3bE5slaVEfaDreqARl6k4M,303587.0,4.0
Судно (Борис Рижий),Molchat Doma,1SHB1hp6267UK9bJQUxYvO,0.484,0.75,1.0,-4.176,1.0,0.0685,0.697,0.862,0.105,0.467,159.992,audio_features,1SHB1hp6267UK9bJQUxYvO,spotify:track:1SHB1hp6267UK9bJQUxYvO,https://api.spotify.com/v1/tracks/1SHB1hp6267UK9bJQUxYvO,https://api.spotify.com/v1/audio-analysis/1SHB1hp6267UK9bJQUxYvO,141395.0,4.0
Thumper,DJ Baby Anne,6sZxfH5IdFCklZ26LcylzS,0.79,0.756,7.0,-7.042,1.0,0.0894,0.000185,0.81,0.0882,0.116,131.98,audio_features,6sZxfH5IdFCklZ26LcylzS,spotify:track:6sZxfH5IdFCklZ26LcylzS,https://api.spotify.com/v1/tracks/6sZxfH5IdFCklZ26LcylzS,https://api.spotify.com/v1/audio-analysis/6sZxfH5IdFCklZ26LcylzS,174993.0,4.0
Something - Remastered 2009,The Beatles,0pNeVovbiZHkulpGeOx1Gj,0.396,0.338,0.0,-10.872,1.0,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293.0,4.0
Venho a Ti,Luma Elpidio,360gCLBRm4Caa50Vlbluhy,0.374,0.414,2.0,-7.161,1.0,0.0344,0.0549,0.0,0.112,0.196,124.211,audio_features,360gCLBRm4Caa50Vlbluhy,spotify:track:360gCLBRm4Caa50Vlbluhy,https://api.spotify.com/v1/tracks/360gCLBRm4Caa50Vlbluhy,https://api.spotify.com/v1/audio-analysis/360gCLBRm4Caa50Vlbluhy,346044.0,4.0
Tengo Miedo,Los Brios,7vFpaAMjGGFTP0BhYrtE9c,0.714,0.696,2.0,-6.193,1.0,0.0236,0.0762,0.0,0.213,0.878,87.974,audio_features,7vFpaAMjGGFTP0BhYrtE9c,spotify:track:7vFpaAMjGGFTP0BhYrtE9c,https://api.spotify.com/v1/tracks/7vFpaAMjGGFTP0BhYrtE9c,https://api.spotify.com/v1/audio-analysis/7vFpaAMjGGFTP0BhYrtE9c,161387.0,4.0
Thunder Kiss '65,White Zombie,4tvBoSWeIW0bjhKNre5mod,0.684,0.851,9.0,-9.792,1.0,0.0407,0.000613,0.0029,0.535,0.512,112.662,audio_features,4tvBoSWeIW0bjhKNre5mod,spotify:track:4tvBoSWeIW0bjhKNre5mod,https://api.spotify.com/v1/tracks/4tvBoSWeIW0bjhKNre5mod,https://api.spotify.com/v1/audio-analysis/4tvBoSWeIW0bjhKNre5mod,234080.0,4.0
Call Me Now,Michael Calfan;INNA,5ZSIKIjJtKnqT9lJcP6BvM,0.77,0.673,1.0,-5.466,1.0,0.0535,0.0273,0.0,0.425,0.569,122.016,audio_features,5ZSIKIjJtKnqT9lJcP6BvM,spotify:track:5ZSIKIjJtKnqT9lJcP6BvM,https://api.spotify.com/v1/tracks/5ZSIKIjJtKnqT9lJcP6BvM,https://api.spotify.com/v1/audio-analysis/5ZSIKIjJtKnqT9lJcP6BvM,146866.0,4.0
Almost Lover,A Fine Frenzy,3GSYWQNnSdovwC2H8HpziA,0.549,0.24,0.0,-7.778,1.0,0.0338,0.947,0.0,0.106,0.167,119.58,audio_features,3GSYWQNnSdovwC2H8HpziA,spotify:track:3GSYWQNnSdovwC2H8HpziA,https://api.spotify.com/v1/tracks/3GSYWQNnSdovwC2H8HpziA,https://api.spotify.com/v1/audio-analysis/3GSYWQNnSdovwC2H8HpziA,268800.0,4.0
Panta Rei,Agoria,7uw26UWzSgHsbLbdwbtSB2,0.728,0.291,2.0,-13.366,1.0,0.0411,0.752,0.765,0.0949,0.0573,115.008,audio_features,7uw26UWzSgHsbLbdwbtSB2,spotify:track:7uw26UWzSgHsbLbdwbtSB2,https://api.spotify.com/v1/tracks/7uw26UWzSgHsbLbdwbtSB2,https://api.spotify.com/v1/audio-analysis/7uw26UWzSgHsbLbdwbtSB2,181653.0,4.0
Shaky Shaky,Daddy Yankee,7gcMKL3lnDxsp4bIXyv6Zk,0.899,0.626,6.0,-4.228,0.0,0.292,0.076,0.0,0.0631,0.873,88.007,audio_features,7gcMKL3lnDxsp4bIXyv6Zk,spotify:track:7gcMKL3lnDxsp4bIXyv6Zk,https://api.spotify.com/v1/tracks/7gcMKL3lnDxsp4bIXyv6Zk,https://api.spotify.com/v1/audio-analysis/7gcMKL3lnDxsp4bIXyv6Zk,234320.0,4.0
Hung Up,Hot Chelle Rae,4gVwRSCyE40hU3cq8qdkwD,0.668,0.875,4.0,-3.963,1.0,0.0447,0.0428,0.0,0.379,0.934,92.992,audio_features,4gVwRSCyE40hU3cq8qdkwD,spotify:track:4gVwRSCyE40hU3cq8qdkwD,https://api.spotify.com/v1/tracks/4gVwRSCyE40hU3cq8qdkwD,https://api.spotify.com/v1/audio-analysis/4gVwRSCyE40hU3cq8qdkwD,193733.0,4.0
Lawine Song (mmv DJ Jerome),Lawineboys,0NTXpiEjiBXfrt4c2jp7Ic,0.689,0.541,2.0,-6.91,1.0,0.0305,0.448,0.212,0.124,0.67,90.0,audio_features,0NTXpiEjiBXfrt4c2jp7Ic,spotify:track:0NTXpiEjiBXfrt4c2jp7Ic,https://api.spotify.com/v1/tracks/0NTXpiEjiBXfrt4c2jp7Ic,https://api.spotify.com/v1/audio-analysis/0NTXpiEjiBXfrt4c2jp7Ic,174658.0,4.0
El Chocolate,José-Luis Orozco,5B61zzjiE95eO7JycmLbJX,0.868,0.195,9.0,-17.757,0.0,0.459,0.87,1.59e-05,0.0987,0.839,128.514,audio_features,5B61zzjiE95eO7JycmLbJX,spotify:track:5B61zzjiE95eO7JycmLbJX,https://api.spotify.com/v1/tracks/5B61zzjiE95eO7JycmLbJX,https://api.spotify.com/v1/audio-analysis/5B61zzjiE95eO7JycmLbJX,37293.0,4.0
Holigan,Hidra,3rWFeNkAIxfHy0MvHdzvAj,0.73,0.106,0.0,-11.739,1.0,0.209,0.792,0.896,0.114,0.112,73.986,audio_features,3rWFeNkAIxfHy0MvHdzvAj,spotify:track:3rWFeNkAIxfHy0MvHdzvAj,https://api.spotify.com/v1/tracks/3rWFeNkAIxfHy0MvHdzvAj,https://api.spotify.com/v1/audio-analysis/3rWFeNkAIxfHy0MvHdzvAj,107027.0,4.0
Getting Along,Royal Republic,1Ly7xppUgLEZ4iwxRAR9Sf,0.528,0.973,11.0,-3.798,0.0,0.106,0.000661,0.0,0.363,0.473,94.009,audio_features,1Ly7xppUgLEZ4iwxRAR9Sf,spotify:track:1Ly7xppUgLEZ4iwxRAR9Sf,https://api.spotify.com/v1/tracks/1Ly7xppUgLEZ4iwxRAR9Sf,https://api.spotify.com/v1/audio-analysis/1Ly7xppUgLEZ4iwxRAR9Sf,137307.0,4.0
Got That Booty - Original Mix,DJ Fixx;Keith Mackenzie,4bvoh5rKs3UFZdtUo7AZ5Y,0.768,0.92,1.0,-6.656,0.0,0.0442,0.00611,0.592,0.0498,0.834,127.97,audio_features,4bvoh5rKs3UFZdtUo7AZ5Y,spotify:track:4bvoh5rKs3UFZdtUo7AZ5Y,https://api.spotify.com/v1/tracks/4bvoh5rKs3UFZdtUo7AZ5Y,https://api.spotify.com/v1/audio-analysis/4bvoh5rKs3UFZdtUo7AZ5Y,198747.0,4.0
Victoria’s Secret - Stripped Strings,Jax,4svaKoxMMP7ImmKrD5hfQu,0.586,0.556,6.0,-7.639,1.0,0.0592,0.00655,0.0,0.0836,0.517,167.018,audio_features,4svaKoxMMP7ImmKrD5hfQu,spotify:track:4svaKoxMMP7ImmKrD5hfQu,https://api.spotify.com/v1/tracks/4svaKoxMMP7ImmKrD5hfQu,https://api.spotify.com/v1/audio-analysis/4svaKoxMMP7ImmKrD5hfQu,176125.0,4.0
Within the Light,Mia Pandosa,0BTLhUHKgEi7Jx8uRjTAii,0.474,0.0368,7.0,-22.498,1.0,0.082,0.994,0.906,0.11,0.541,67.919,audio_features,0BTLhUHKgEi7Jx8uRjTAii,spotify:track:0BTLhUHKgEi7Jx8uRjTAii,https://api.spotify.com/v1/tracks/0BTLhUHKgEi7Jx8uRjTAii,https://api.spotify.com/v1/audio-analysis/0BTLhUHKgEi7Jx8uRjTAii,123751.0,4.0
Only Pain,Gojira,7MuPOXU2vjEe3Kh9LfbM5v,0.393,0.951,3.0,-5.345,1.0,0.054,3.09e-05,0.00986,0.37,0.324,99.213,audio_features,7MuPOXU2vjEe3Kh9LfbM5v,spotify:track:7MuPOXU2vjEe3Kh9LfbM5v,https://api.spotify.com/v1/tracks/7MuPOXU2vjEe3Kh9LfbM5v,https://api.spotify.com/v1/audio-analysis/7MuPOXU2vjEe3Kh9LfbM5v,239960.0,3.0
Rain Drops Dancing on a Tin Roof,Rain Sounds;Rain Sounds & White Noise;Relaxing Rain Sounds;Meditation Rain Sounds;Sleep Sound Library;Sleep Sounds of Nature,32STvsU6tQIlE3s1Ma7Bsd,0.304,0.999,6.0,-22.221,0.0,0.0969,0.432,0.913,0.979,1e-05,115.315,audio_features,32STvsU6tQIlE3s1Ma7Bsd,spotify:track:32STvsU6tQIlE3s1Ma7Bsd,https://api.spotify.com/v1/tracks/32STvsU6tQIlE3s1Ma7Bsd,https://api.spotify.com/v1/audio-analysis/32STvsU6tQIlE3s1Ma7Bsd,71108.0,1.0
Fool To Cry - Remastered 2009,The Rolling Stones,4DeJqnPCCeKfZxfEDroaZU,0.442,0.439,5.0,-8.411,1.0,0.0466,0.889,0.0621,0.117,0.238,67.927,audio_features,4DeJqnPCCeKfZxfEDroaZU,spotify:track:4DeJqnPCCeKfZxfEDroaZU,https://api.spotify.com/v1/tracks/4DeJqnPCCeKfZxfEDroaZU,https://api.spotify.com/v1/audio-analysis/4DeJqnPCCeKfZxfEDroaZU,306040.0,4.0
Slipping Away,Dave Edmunds,6My1PfmDeYo8jr5c1Bzhjm,0.583,0.924,2.0,-8.277,1.0,0.0314,0.042,0.00531,0.355,0.817,130.335,audio_features,6My1PfmDeYo8jr5c1Bzhjm,spotify:track:6My1PfmDeYo8jr5c1Bzhjm,https://api.spotify.com/v1/tracks/6My1PfmDeYo8jr5c1Bzhjm,https://api.spotify.com/v1/audio-analysis/6My1PfmDeYo8jr5c1Bzhjm,260827.0,4.0
Quieres Volver,Jairo Vera;Bayriton;Ignacio Green Clown;Paolo Ronaldo,2Ekzdvq7VEmWMDkxrYwKX7,0.825,0.625,7.0,-7.235,1.0,0.0672,0.0202,0.0,0.217,0.86,105.053,audio_features,2Ekzdvq7VEmWMDkxrYwKX7,spotify:track:2Ekzdvq7VEmWMDkxrYwKX7,https://api.spotify.com/v1/tracks/2Ekzdvq7VEmWMDkxrYwKX7,https://api.spotify.com/v1/audio-analysis/2Ekzdvq7VEmWMDkxrYwKX7,242764.0,4.0
O Tannenbaum - Remastered 1999,Nat King Cole,4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1.0,-15.231,1.0,0.0341,0.92,8.06e-05,0.138,0.209,78.696,audio_features,4PS1e8f2LvuTFgUs1Cn3ON,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON,192160.0,4.0
As the World Caves In,Matt Maltese,4JE6agBLHGA5TaF6FlqfBD,0.331,0.45,10.0,-5.362,1.0,0.034,0.365,0.00464,0.22,0.18,123.829,audio_features,4JE6agBLHGA5TaF6FlqfBD,spotify:track:4JE6agBLHGA5TaF6FlqfBD,https://api.spotify.com/v1/tracks/4JE6agBLHGA5TaF6FlqfBD,https://api.spotify.com/v1/audio-analysis/4JE6agBLHGA5TaF6FlqfBD,218755.0,4.0
Letting Go,Hogland;KIDDO,1S7hEPenrIVKVTuEjtXKz9,0.667,0.635,6.0,-5.924,1.0,0.0365,0.0534,0.0,0.0963,0.217,119.948,audio_features,1S7hEPenrIVKVTuEjtXKz9,spotify:track:1S7hEPenrIVKVTuEjtXKz9,https://api.spotify.com/v1/tracks/1S7hEPenrIVKVTuEjtXKz9,https://api.spotify.com/v1/audio-analysis/1S7hEPenrIVKVTuEjtXKz9,192089.0,4.0
Hey (I Miss You),Armin van Buuren;Simon Ward,5VIZnHRkpfZB9f4KoKomBx,0.615,0.88,5.0,-3.717,1.0,0.0355,0.000376,0.000966,0.046,0.43,120.044,audio_features,5VIZnHRkpfZB9f4KoKomBx,spotify:track:5VIZnHRkpfZB9f4KoKomBx,https://api.spotify.com/v1/tracks/5VIZnHRkpfZB9f4KoKomBx,https://api.spotify.com/v1/audio-analysis/5VIZnHRkpfZB9f4KoKomBx,199523.0,4.0
Khnoro Aamar Fossil,Fossils,3upIaTAwzeD5ijPJe44ceD,0.403,0.77,8.0,-6.787,0.0,0.0434,0.195,0.0,0.151,0.428,140.616,audio_features,3upIaTAwzeD5ijPJe44ceD,spotify:track:3upIaTAwzeD5ijPJe44ceD,https://api.spotify.com/v1/tracks/3upIaTAwzeD5ijPJe44ceD,https://api.spotify.com/v1/audio-analysis/3upIaTAwzeD5ijPJe44ceD,332403.0,4.0
Por Una Cabeza,Hugo Díaz,6ckvmaiBHENJGm98hlDm72,0.203,0.0574,7.0,-23.78,0.0,0.054,0.929,0.00427,0.178,0.276,51.422,audio_features,6ckvmaiBHENJGm98hlDm72,spotify:track:6ckvmaiBHENJGm98hlDm72,https://api.spotify.com/v1/tracks/6ckvmaiBHENJGm98hlDm72,https://api.spotify.com/v1/audio-analysis/6ckvmaiBHENJGm98hlDm72,137933.0,4.0
Tangerine Sour,Emancipator;9 Theory,18DYI0RQbJKF1kNpkHAY9v,0.646,0.57,0.0,-8.964,0.0,0.0265,0.559,0.868,0.0968,0.473,93.989,audio_features,18DYI0RQbJKF1kNpkHAY9v,spotify:track:18DYI0RQbJKF1kNpkHAY9v,https://api.spotify.com/v1/tracks/18DYI0RQbJKF1kNpkHAY9v,https://api.spotify.com/v1/audio-analysis/18DYI0RQbJKF1kNpkHAY9v,253044.0,4.0
Surge propera amica mea,Emma Kirkby;David Thomas;Anthony Rooley;Trevor Jones,65J9Ep6oWjSgyJ8MFChjWl,0.302,0.183,3.0,-14.139,1.0,0.044,0.808,0.0198,0.17,0.111,99.064,audio_features,65J9Ep6oWjSgyJ8MFChjWl,spotify:track:65J9Ep6oWjSgyJ8MFChjWl,https://api.spotify.com/v1/tracks/65J9Ep6oWjSgyJ8MFChjWl,https://api.spotify.com/v1/audio-analysis/65J9Ep6oWjSgyJ8MFChjWl,168013.0,4.0
I Got Werk,Moodymann,66KenbX326A4R52A2VFcbf,0.809,0.732,1.0,-9.164,1.0,0.0588,0.0276,0.331,0.134,0.844,120.891,audio_features,66KenbX326A4R52A2VFcbf,spotify:track:66KenbX326A4R52A2VFcbf,https://api.spotify.com/v1/tracks/66KenbX326A4R52A2VFcbf,https://api.spotify.com/v1/audio-analysis/66KenbX326A4R52A2VFcbf,208573.0,4.0
Hostil,Manger Cadavre?,6LUzj32ZNLC5Ogju5UfSEi,0.85,0.901,9.0,-5.382,1.0,0.149,0.00211,0.116,0.0401,0.59,126.018,audio_features,6LUzj32ZNLC5Ogju5UfSEi,spotify:track:6LUzj32ZNLC5Ogju5UfSEi,https://api.spotify.com/v1/tracks/6LUzj32ZNLC5Ogju5UfSEi,https://api.spotify.com/v1/audio-analysis/6LUzj32ZNLC5Ogju5UfSEi,153848.0,4.0
Tantra,Berg,2yxNtcqRXXLPpUroUaKYAh,0.0792,0.0121,0.0,-36.499,1.0,0.0421,0.993,0.98,0.107,0.0375,173.166,audio_features,2yxNtcqRXXLPpUroUaKYAh,spotify:track:2yxNtcqRXXLPpUroUaKYAh,https://api.spotify.com/v1/tracks/2yxNtcqRXXLPpUroUaKYAh,https://api.spotify.com/v1/audio-analysis/2yxNtcqRXXLPpUroUaKYAh,106047.0,4.0
Estamos de Pé - Ao Vivo,Marcus Salles,715slv9zyByop7EttlmTjQ,0.511,0.766,2.0,-7.403,1.0,0.0359,0.109,2.54e-05,0.72,0.331,104.046,audio_features,715slv9zyByop7EttlmTjQ,spotify:track:715slv9zyByop7EttlmTjQ,https://api.spotify.com/v1/tracks/715slv9zyByop7EttlmTjQ,https://api.spotify.com/v1/audio-analysis/715slv9zyByop7EttlmTjQ,396912.0,4.0
你叫我譯一首德國歌詞,my little airport,4bpyDBROAFaXmL2roHP3Mp,0.491,0.355,9.0,-14.066,1.0,0.0331,0.404,0.0426,0.388,0.43,134.0,audio_features,4bpyDBROAFaXmL2roHP3Mp,spotify:track:4bpyDBROAFaXmL2roHP3Mp,https://api.spotify.com/v1/tracks/4bpyDBROAFaXmL2roHP3Mp,https://api.spotify.com/v1/audio-analysis/4bpyDBROAFaXmL2roHP3Mp,201101.0,4.0
Follow the Angels,End of the Dream,3Y7fpFZbHLpAvWJJYGehz0,0.611,0.394,0.0,-10.757,1.0,0.0416,0.534,4.68e-05,0.108,0.202,123.941,audio_features,3Y7fpFZbHLpAvWJJYGehz0,spotify:track:3Y7fpFZbHLpAvWJJYGehz0,https://api.spotify.com/v1/tracks/3Y7fpFZbHLpAvWJJYGehz0,https://api.spotify.com/v1/audio-analysis/3Y7fpFZbHLpAvWJJYGehz0,256267.0,4.0
